time_s,event_type,lane,detail,queue_after,signal_phase
248.255,vehicle_arrival,north,vehicle joined queue,17,ALL_RED
252.0,phase_change,,phase=NS_GREEN,,NS_GREEN
252.11,vehicle_arrival,east,vehicle joined queue,1,NS_GREEN
253.094,vehicle_arrival,north,vehicle joined queue,18,NS_GREEN
253.228,vehicle_arrival,east,vehicle joined queue,2,NS_GREEN
253.603,vehicle_arrival,north,vehicle joined queue,19,NS_GREEN
254.0,vehicle_departure,north,vehicle cleared intersection,18,NS_GREEN
254.0,vehicle_departure,south,vehicle cleared intersection,11,NS_GREEN
254.212,vehicle_arrival,east,vehicle joined queue,3,NS_GREEN
256.0,vehicle_departure,north,vehicle cleared intersection,17,NS_GREEN
256.0,vehicle_departure,south,vehicle cleared intersection,10,NS_GREEN
258.0,vehicle_departure,north,vehicle cleared intersection,16,NS_GREEN
258.0,vehicle_departure,south,vehicle cleared intersection,9,NS_GREEN
258.519,vehicle_arrival,south,vehicle joined queue,10,NS_GREEN
259.196,vehicle_arrival,south,vehicle joined queue,11,NS_GREEN
260.0,vehicle_departure,north,vehicle cleared intersection,15,NS_GREEN
260.0,vehicle_departure,south,vehicle cleared intersection,10,NS_GREEN
262.0,vehicle_departure,north,vehicle cleared intersection,14,NS_GREEN
262.0,vehicle_departure,south,vehicle cleared intersection,9,NS_GREEN
262.424,vehicle_arrival,north,vehicle joined queue,15,NS_GREEN
264.0,vehicle_departure,north,vehicle cleared intersection,14,NS_GREEN
264.0,vehicle_departure,south,vehicle cleared intersection,8,NS_GREEN
264.067,vehicle_arrival,east,vehicle joined queue,4,NS_GREEN
266.0,vehicle_departure,north,vehicle cleared intersection,13,NS_GREEN
266.0,vehicle_departure,south,vehicle cleared intersection,7,NS_GREEN
266.703,vehicle_arrival,south,vehicle joined queue,8,NS_GREEN
268.0,vehicle_departure,north,vehicle cleared intersection,12,NS_GREEN
268.0,vehicle_departure,south,vehicle cleared intersection,7,NS_GREEN
268.552,vehicle_arrival,south,vehicle joined queue,8,NS_GREEN
269.617,vehicle_arrival,west,vehicle joined queue,2,NS_GREEN
270.0,vehicle_departure,north,vehicle cleared intersection,11,NS_GREEN
270.0,vehicle_departure,south,vehicle cleared intersection,7,NS_GREEN
270.491,vehicle_arrival,east,vehicle joined queue,5,NS_GREEN
270.577,vehicle_arrival,east,vehicle joined queue,6,NS_GREEN
270.67,vehicle_arrival,west,vehicle joined queue,3,NS_GREEN
271.961,vehicle_arrival,south,vehicle joined queue,8,NS_GREEN
272.0,vehicle_departure,north,vehicle cleared intersection,10,NS_GREEN
272.0,vehicle_departure,south,vehicle cleared intersection,7,NS_GREEN
274.0,vehicle_departure,north,vehicle cleared intersection,9,NS_GREEN
274.0,vehicle_departure,south,vehicle cleared intersection,6,NS_GREEN
275.166,vehicle_arrival,south,vehicle joined queue,7,NS_GREEN
276.0,vehicle_departure,north,vehicle cleared intersection,8,NS_GREEN
276.0,vehicle_departure,south,vehicle cleared intersection,6,NS_GREEN
277.152,vehicle_arrival,north,vehicle joined queue,9,NS_GREEN
278.0,vehicle_departure,north,vehicle cleared intersection,8,NS_GREEN
278.0,vehicle_departure,south,vehicle cleared intersection,5,NS_GREEN
278.536,vehicle_arrival,west,vehicle joined queue,4,NS_GREEN
279.285,vehicle_arrival,north,vehicle joined queue,9,NS_GREEN
280.0,vehicle_departure,north,vehicle cleared intersection,8,NS_GREEN
280.0,vehicle_departure,south,vehicle cleared intersection,4,NS_GREEN
282.0,phase_change,,phase=ALL_RED,,ALL_RED
285.846,vehicle_arrival,north,vehicle joined queue,9,ALL_RED
286.0,phase_change,,phase=EW_GREEN,,EW_GREEN
286.735,vehicle_arrival,north,vehicle joined queue,10,EW_GREEN
286.791,vehicle_arrival,south,vehicle joined queue,5,EW_GREEN
287.823,vehicle_arrival,north,vehicle joined queue,11,EW_GREEN
288.0,vehicle_departure,east,vehicle cleared intersection,5,EW_GREEN
288.0,vehicle_departure,west,vehicle cleared intersection,3,EW_GREEN
288.277,vehicle_arrival,south,vehicle joined queue,6,EW_GREEN
288.855,vehicle_arrival,north,vehicle joined queue,12,EW_GREEN
289.981,vehicle_arrival,north,vehicle joined queue,13,EW_GREEN
290.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
290.0,vehicle_departure,west,vehicle cleared intersection,2,EW_GREEN
291.798,vehicle_arrival,east,vehicle joined queue,5,EW_GREEN
292.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
292.0,vehicle_departure,west,vehicle cleared intersection,1,EW_GREEN
292.017,vehicle_arrival,north,vehicle joined queue,14,EW_GREEN
292.061,vehicle_arrival,south,vehicle joined queue,7,EW_GREEN
292.64,vehicle_arrival,east,vehicle joined queue,5,EW_GREEN
293.932,vehicle_arrival,south,vehicle joined queue,8,EW_GREEN
293.939,vehicle_arrival,west,vehicle joined queue,2,EW_GREEN
294.0,vehicle_departure,east,vehicle cleared intersection,4,EW_GREEN
294.0,vehicle_departure,west,vehicle cleared intersection,1,EW_GREEN
296.0,vehicle_departure,east,vehicle cleared intersection,3,EW_GREEN
296.0,vehicle_departure,west,vehicle cleared intersection,0,EW_GREEN
296.317,vehicle_arrival,east,vehicle joined queue,4,EW_GREEN
297.684,vehicle_arrival,south,vehicle joined queue,9,EW_GREEN
298.0,vehicle_departure,east,vehicle cleared intersection,3,EW_GREEN
299.592,vehicle_arrival,east,vehicle joined queue,4,EW_GREEN
300.0,vehicle_departure,east,vehicle cleared intersection,3,EW_GREEN
